model,seed,param_idx,gradient
QCN,10,1,-0.0028445959512334376
QCN,10,2,0.025985903050489156
QCN,10,3,-0.009241524462340943
QCN,10,4,0.0005126220625412546
QCN,10,5,0.005387834209083917
QCN,11,0,-0.017751707881055883
QCN,11,1,-0.0062015394806652
QCN,11,2,-0.012064526555459558
QCN,11,3,-0.02093461150205953
QCN,11,4,0.009051247845263155
QCN,11,5,-0.011288486656761196
QCN,12,0,0.0023736523902437353
QCN,12,1,0.07793055816944443
QCN,12,2,-0.0036812328784113202
QCN,12,3,-0.17875665414687072
QCN,12,4,0.015715926566794887
QCN,12,5,-0.0007458839952693856
QCN,13,0,0.009453657996115326
QCN,13,1,-0.16075244904322583
QCN,13,2,-0.0002688592666925971
QCN,13,3,0.48095146074470363
QCN,13,4,-0.0006389238254673468
QCN,13,5,-0.0034653962483201356
QCN,14,0,-0.026768810141855018
QCN,14,1,-0.017539452205054443
QCN,14,2,0.030997703750568487
QCN,14,3,0.015298662731106966
QCN,14,4,-0.06405997528821414
QCN,14,5,-0.03208592947622157
QCN,15,0,-0.13699272021001904
QCN,15,1,-0.03192517251296787
QCN,15,2,0.02011193995003961
QCN,15,3,0.008615773338022372
QCN,15,4,0.001837380236350634
QCN,15,5,0.03975566414552855
QCN,16,0,0.08966471480105861
QCN,16,1,0.1221560056662624
QCN,16,2,0.020859231716920185
QCN,16,3,-0.3283300033689638
QCN,16,4,-0.007432223183070768
QCN,16,5,-0.009909814816455143
QCN,17,0,0.00019915005374017045
QCN,17,1,-0.024374024355120483
QCN,17,2,-0.010730822933282518
QCN,17,3,-0.007763203794383875
QCN,17,4,-0.0064060881595864785
QCN,17,5,0.010651626135148902
QCN,18,0,-0.01617735734120836
QCN,18,1,-0.06854403296541739
QCN,18,2,0.023652070946468085
QCN,18,3,0.024127876233212234
QCN,18,4,-0.06249998730061511
QCN,18,5,-0.004313054192067089
QCN,19,0,-0.020831954181292002
QCN,19,1,-0.028845844748728557
QCN,19,2,0.0007022808171397931
QCN,19,3,0.07568816675634453
QCN,19,4,-0.00024954564178149166
QCN,19,5,0.0017195882458441811
QCN,20,0,0.031225980431609155
QCN,20,1,0.0980196889734972
QCN,20,2,-0.06024300494606656
QCN,20,3,0.1296791252843538
QCN,20,4,-0.02919668850841057
QCN,20,5,-0.03354180865592107
QCN,21,0,-0.01261489559680511
QCN,21,1,-0.09250119645866754
QCN,21,2,-0.011949619709511115
QCN,21,3,0.002184412413298396
QCN,21,4,-0.0032803258579629487
QCN,21,5,0.009434029524308274
QCN,22,0,-0.12366823376444971
QCN,22,1,-0.051547646180270384
QCN,22,2,0.12849910928907946
QCN,22,3,-0.0001995738800930694
QCN,22,4,-0.0076052044869598335
QCN,22,5,-0.022406643586515812
QCN,23,0,0.0007216813467597121
QCN,23,1,0.010602484310489114
QCN,23,2,-0.0006066697727045687
QCN,23,3,-0.005438049154361425
QCN,23,4,0.006408758435562959
QCN,23,5,0.010611971059048785
QCN,24,0,0.04624899640705219
QCN,24,1,-0.04062048552513058
QCN,24,2,0.033422720223160396
QCN,24,3,0.15602949113179268
QCN,24,4,0.026602999747261102
QCN,24,5,0.023830915405242167
QCN,25,0,-0.0042362531964158165
QCN,25,1,-0.019599860189820118
QCN,25,2,-0.029458476806457568
QCN,25,3,-0.08711460542101016
QCN,25,4,0.06131239746276277
QCN,25,5,0.05089084956239515
QCN,26,0,-0.0011494937727217808
QCN,26,1,-0.014393624592178715
QCN,26,2,0.00014845967105162313
QCN,26,3,0.005789158123499573
QCN,26,4,-0.019674413063670956
QCN,26,5,0.025115440061319223
QCN,27,0,0.015399243678012944
QCN,27,1,0.017742923218988838
QCN,27,2,-0.0006661590097352922
QCN,27,3,-0.019009861208449472
QCN,27,4,0.004134763855798871
QCN,27,5,0.002564794314738774
QCN,28,0,0.0010648489064340875
QCN,28,1,0.02658262774691663
QCN,28,2,-0.0012181964963822575
QCN,28,3,0.020151062466675387
QCN,28,4,-0.0008623582914106338
QCN,28,5,0.0016095985741549676
QCN,29,0,-0.00033018839687595374
QCN,29,1,0.01215622458381586
QCN,29,2,-0.0017236421845836078
QCN,29,3,0.017799784641519344
QCN,29,4,0.013648677366079442
QCN,29,5,-0.0015265195711091145
QCN,30,0,0.009095214591901574
QCN,30,1,-0.0382393219166596
QCN,30,2,0.010192134052638387
QCN,30,3,-0.0818982432107513
QCN,30,4,-0.039412886170958866
QCN,30,5,-0.026699666303014267
QCN,31,0,0.04415493416765434
QCN,31,1,0.020798819292761343
QCN,31,2,-0.0038598275249277975
QCN,31,3,-0.10137496016362199
QCN,31,4,0.034834907430731234
QCN,31,5,-0.011403895354029511
QCN,32,0,0.09804546425886612
QCN,32,1,-0.0794966830631065
QCN,32,2,0.08585268185538306
QCN,32,3,-0.03553090406260423
QCN,32,4,0.018935399717169586
QCN,32,5,0.010029369594500747
QCN,33,0,0.004670545094595153
QCN,33,1,-0.020297784148331773
QCN,33,2,-0.042644227667890264
QCN,33,3,-0.16191044502142196
QCN,33,4,0.012605634501462765
QCN,33,5,-0.0012987650679596409
QCN,34,0,0.00021883219166782454
QCN,34,1,0.003353629510296273
QCN,34,2,-0.00016362552700662224
QCN,34,3,0.012141194118842546
QCN,34,4,0.0033247990753232435
QCN,34,5,-0.0007842788459708411
QCN,35,0,0.13682033328603674
QCN,35,1,-0.03148304942377001
QCN,35,2,0.0026965149917913605
QCN,35,3,0.002474264642625192
QCN,35,4,0.003334723717836765
QCN,35,5,0.00395179472821117
QCN,36,0,-0.03778339128223101
QCN,36,1,-0.07164133071713971
QCN,36,2,-0.036950588820336354
QCN,36,3,-0.17884926827076178
QCN,36,4,0.02110516116798172
QCN,36,5,0.0004080002851875122
QCN,37,0,-0.002400722392515956
QCN,37,1,0.002992308102242628
QCN,37,2,0.0008674255717087139
QCN,37,3,0.007957356724913768
QCN,37,4,0.0004175783108549466
QCN,37,5,0.000216778252335802
QCN,38,0,0.026011037146467016
QCN,38,1,0.01903071988324448
QCN,38,2,0.036920844328989746
QCN,38,3,0.023525691294846118
QCN,38,4,0.0010458611775231762
QCN,38,5,0.0005086728858322197
QCN,39,0,-0.09793105681294087
QCN,39,1,0.0705462749564468
QCN,39,2,-0.028711908058350392
QCN,39,3,0.017896270451692047
QCN,39,4,-0.00816803029155764
QCN,39,5,0.004703260732442602
QCN,40,0,0.06960995238756075
QCN,40,1,0.07115413944304304
QCN,40,2,-0.008662698298464413
QCN,40,3,0.09204966976249349
QCN,40,4,0.0009636935791512192
QCN,40,5,-0.025501968188451393
QCN,41,0,-0.07480055313638599
QCN,41,1,0.07851879702063148
QCN,41,2,0.11202237614830421
QCN,41,3,0.2786838930019561
QCN,41,4,-0.017768991865322478
QCN,41,5,-0.03193174365277488
QCN,42,0,0.007291473855656889
QCN,42,1,0.0125534233225806
QCN,42,2,-0.018970450192659916
QCN,42,3,-0.042843564225567406
QCN,42,4,-0.014076577299860038
QCN,42,5,-0.003439605956854357
QCN,43,0,0.055487673953193456
QCN,43,1,-0.0015966145825453656
QCN,43,2,-0.0017713963962506627
QCN,43,3,-0.0300945851887563
QCN,43,4,0.0011905086092942774
QCN,43,5,-0.0014016762343899995
QCN,44,0,-0.0051029414292427565
QCN,44,1,0.15070475430851435
QCN,44,2,-0.019069989624864905
QCN,44,3,-0.30850626103788154
QCN,44,4,-0.00021450381398314478
QCN,44,5,-0.004440096331004432
QCN,45,0,-0.008561817714005179
QCN,45,1,-0.047225060485269976
QCN,45,2,-0.02756105043741684
QCN,45,3,0.022540391405027695
QCN,45,4,0.05670582353640428
QCN,45,5,0.05751037894453313
QCN,46,0,-0.011217568788506556
QCN,46,1,-0.00906932634578354
QCN,46,2,-0.0019342472654065531
QCN,46,3,-0.003991896046980865
QCN,46,4,0.001732513149062311
QCN,46,5,-0.000771534004675052
QCN,47,0,0.00843132384807076
QCN,47,1,0.034059144080019955
QCN,47,2,-0.007246841733222779
QCN,47,3,-0.02131654245300215
QCN,47,4,0.08427410252471504
QCN,47,5,0.0007696563769315905
QCN,48,0,-0.011472357046790818
QCN,48,1,0.013994023027434986
QCN,48,2,-0.003907314441598156
QCN,48,3,0.019919291604501167
QCN,48,4,-0.000969200844355898
QCN,48,5,-0.019124422951612412
QCN,49,0,-0.018467747398345124
QCN,49,1,-0.011195619421167749
QCN,49,2,-0.005008961009242694
QCN,49,3,-0.03494658779885392
QCN,49,4,0.02149173043995959
QCN,49,5,0.05562554482989848
QCN,50,0,-0.0006347549106655415
QCN,50,1,0.007482162272447685
QCN,50,2,-0.0024461448301989082
QCN,50,3,-0.026206499613525305
QCN,50,4,9.268061135380597e-05
QCN,50,5,0.0018420310692229304
QCN,51,0,-0.04020084886359697
QCN,51,1,0.04442058000995087
QCN,51,2,0.04322297954367992
QCN,51,3,-0.04021558066377195
QCN,51,4,-5.017479406511571e-05
QCN,51,5,0.011910603883703496
QCN,52,0,0.007318265375590978
QCN,52,1,0.040322431735576376
QCN,52,2,0.017254246137613737
QCN,52,3,0.07697223913399952
QCN,52,4,0.006942227258869132
QCN,52,5,-0.005144709001118402
QCN,53,0,0.054825762558799875
QCN,53,1,0.06684935867945634
QCN,53,2,-0.10859604475740471
QCN,53,3,0.073403934202247
QCN,53,4,-0.005336871489212129
QCN,53,5,0.010310643650734547
QCN,54,0,0.04844134912939796
QCN,54,1,0.10982289012259068
QCN,54,2,-0.0022286858141209774
QCN,54,3,0.15712659019770808
QCN,54,4,-0.00044974032296084954
QCN,54,5,-0.005798383081873328
QCN,55,0,0.027001359852102957
QCN,55,1,-0.011199672380467247
QCN,55,2,-0.010401808703766545
QCN,55,3,0.13930793569640326
QCN,55,4,-0.012418671581123327
QCN,55,5,-0.009530421057198351
QCN,56,0,-0.00010818808543785703
QCN,56,1,0.0009559554984238025
QCN,56,2,-0.00030493717077130695
QCN,56,3,-0.00037346224266304864
QCN,56,4,0.00038388909764778547
QCN,56,5,0.00042734811644762615
QCN,57,0,0.02911921758972622
QCN,57,1,0.1538839296522491
QCN,57,2,0.050509485625345754
QCN,57,3,0.33337080989798457
QCN,57,4,-0.0016644618915592458
QCN,57,5,-0.008924613310221277
QCN,58,0,-0.08383235149493022
QCN,58,1,0.0409267433398009
QCN,58,2,-0.011593352755161204
QCN,58,3,-0.01586750724884671
QCN,58,4,0.022716241318928958
QCN,58,5,0.025903848626507946
QCN,59,0,0.01878214559749543
QCN,59,1,-0.00241259254260365
QCN,59,2,0.013534096876234194
QCN,59,3,-0.018599223405473916
QCN,59,4,0.0011608384899264186
QCN,59,5,-0.0006653201575840548
QCN,60,0,0.054235906777126815
QCN,60,1,-0.03333903930323117
QCN,60,2,-0.004124921222701778
QCN,60,3,-0.012880894575461379
QCN,60,4,0.019635212104205692
QCN,60,5,-0.04571962102488515
QCN,61,0,-0.013603732779376687
QCN,61,1,-0.019028098013973975
QCN,61,2,0.01825280702771318
QCN,61,3,-0.05151472311021949
QCN,61,4,-7.287405448185527e-05
QCN,61,5,-0.0005224222229836721
QCN,62,0,0.0020255981164368766
QCN,62,1,0.0033874872890803567
QCN,62,2,0.0005978032259342389
QCN,62,3,-0.006209831025729118
QCN,62,4,0.0017152864537484855
QCN,62,5,-0.007340204762899024
QCN,63,0,-0.001550922776031415
QCN,63,1,0.06221191549497052
QCN,63,2,0.010958347626949791
QCN,63,3,-0.05078341295496354
QCN,63,4,-0.017891473521263766
QCN,63,5,-0.0008104841068629718
QCN,64,0,0.0010448696820218341
QCN,64,1,-0.0042511715174193415
QCN,64,2,-0.0005435723591764403
QCN,64,3,0.030517180332570962
QCN,64,4,0.015190160281425941
QCN,64,5,0.007386414400097392
QCN,65,0,0.07981306354657916
QCN,65,1,-0.003470391590051426
QCN,65,2,-0.030777573730474853
QCN,65,3,0.03862603427541854
QCN,65,4,0.015013769531292888
QCN,65,5,-0.010570256805456448
QCN,66,0,-0.06405719640974744
QCN,66,1,-0.03480266376031727
QCN,66,2,-0.08894265150436573
QCN,66,3,-0.17291732789397316
QCN,66,4,0.012481633187176646
QCN,66,5,-0.03375961041920393
QCN,67,0,-0.024984234425651113
QCN,67,1,0.033670470592293576
QCN,67,2,0.0025318972995491944
QCN,67,3,0.09252049723920615
QCN,67,4,0.0056097075811836405
QCN,67,5,0.0012404174535976908
QCN,68,0,-0.0010435152536967677
QCN,68,1,-0.007564106734578731
QCN,68,2,0.004841271874861573
QCN,68,3,-0.02480681671942645
QCN,68,4,-0.000915085878454113
QCN,68,5,0.0004319302385117866
QCN,69,0,0.03257460014782182
QCN,69,1,-0.03236134274869428
QCN,69,2,-0.02817784805798112
QCN,69,3,0.01712249747454778
QCN,69,4,-0.015095968041970225
QCN,69,5,0.025764476490784043
QCN,70,0,0.020556189164321573
QCN,70,1,0.04358412194051892
QCN,70,2,-0.019320628332208104
QCN,70,3,0.09122312103239298
QCN,70,4,-0.009580162085548374
QCN,70,5,0.009066989610433639
QCN,71,0,-0.019203913502092038
QCN,71,1,-0.06435301839470839
QCN,71,2,-0.07554888997618817
QCN,71,3,0.016322889797523873
QCN,71,4,0.0014423053282864378
QCN,71,5,0.010520944110860712
QCN,72,0,0.07924113900383399
QCN,72,1,0.0009827551854856452
QCN,72,2,0.07668148951867734
QCN,72,3,0.0033601400332876207
QCN,72,4,0.009489448736495043
QCN,72,5,-0.007126519866929575
QCN,73,0,-0.07315397631109685
QCN,73,1,0.01168514952312491
QCN,73,2,0.0031621656424622334
QCN,73,3,0.005282910222100239
QCN,73,4,0.006169276783383746
QCN,73,5,-0.02832227130479476
QCN,74,0,-0.012073572466309386
QCN,74,1,-0.021388533373642892
QCN,74,2,-0.01018496277282294
QCN,74,3,0.09451782067533081
QCN,74,4,-0.05288996565661717
QCN,74,5,-0.04104779029865021
QCN,75,0,0.017975655905827254
QCN,75,1,0.039559061235401156
QCN,75,2,-0.03744652977098501
QCN,75,3,-0.04874917054210185
QCN,75,4,0.001790812493484906
QCN,75,5,-0.007028578028920353
QCN,76,0,0.006267300536261484
QCN,76,1,-0.03053746703805171
QCN,76,2,0.003581180524979858
QCN,76,3,0.05219258114564898
QCN,76,4,-0.009365309437718256
QCN,76,5,-0.02177928032533385
QCN,77,0,0.1075420081751312
QCN,77,1,-0.015204696096124739
QCN,77,2,0.10980913068335495
QCN,77,3,-0.0020511764101754527
QCN,77,4,0.053131199577719355
QCN,77,5,0.01558099626198482
QCN,78,0,-0.0015692228398494113
QCN,78,1,-0.07084995851424788
QCN,78,2,0.010737875949106688
QCN,78,3,-0.22761726059283127
QCN,78,4,-0.006006503917629218
QCN,78,5,0.0013284431592675832
QCN,79,0,0.022913223952597393
QCN,79,1,-0.04741908292493176
QCN,79,2,-0.06664693603361085
QCN,79,3,-0.02034338136405951
QCN,79,4,-0.014776181543330826
QCN,79,5,-0.024023270943202252
QCN,80,0,-6.85503241554442e-05
QCN,80,1,0.0017925456742018927
QCN,80,2,-0.006488717403966482
QCN,80,3,-0.022693058475903336
QCN,80,4,-0.08463713683432104
QCN,80,5,-0.01012787654226909
QCN,81,0,-0.12364098825975804
QCN,81,1,-0.002000250158294334
QCN,81,2,0.04259781659574342
QCN,81,3,0.16254665344354047
QCN,81,4,0.051906054542980626
QCN,81,5,0.02790497852424213
QCN,82,0,0.029538132849400794
QCN,82,1,0.02484312687023196
QCN,82,2,-0.025824546229506196
QCN,82,3,-0.06070573647603488
QCN,82,4,-0.0056856665859711985
QCN,82,5,0.00818883121126457
QCN,83,0,-0.010182806253071325
QCN,83,1,0.05561345925811564
QCN,83,2,-0.010127171801319685
QCN,83,3,0.0072540110755796375
QCN,83,4,-0.0007234866602083739
QCN,83,5,0.012653409478422833
QCN,84,0,-0.04311925327713787
QCN,84,1,0.05704729189543697
QCN,84,2,-0.01662820193921955
QCN,84,3,-0.015838849871598427
QCN,84,4,0.0026076892724554695
QCN,84,5,-0.004506213077174299
QCN,85,0,-0.024151721508324227
QCN,85,1,-0.013561275124608438
QCN,85,2,0.008616159478155265
QCN,85,3,-0.010076292985025711
QCN,85,4,0.06390057798652762
QCN,85,5,0.008825688306605356
QCN,86,0,0.04805352454841479
QCN,86,1,-0.07071144016470822
QCN,86,2,-0.010378855236161503
QCN,86,3,-0.006284196005967496
QCN,86,4,-0.01142589408192527
QCN,86,5,0.001981959080230246
QCN,87,0,0.008538824262407568
QCN,87,1,-0.004026022360245952
QCN,87,2,0.009540856756139795
QCN,87,3,-0.039630678583568064
QCN,87,4,0.001345555169378923
QCN,87,5,0.020174651015036807
QCN,88,0,0.028441586629378558
QCN,88,1,0.06494094229883522
QCN,88,2,0.030838537926433388
QCN,88,3,-0.13102327731818939
QCN,88,4,0.002146973447429121
QCN,88,5,0.00022524748265492447
QCN,89,0,-0.008654364475794275
QCN,89,1,-0.06432692720576177
QCN,89,2,-0.04029282926312946
QCN,89,3,-0.024155720757295517
QCN,89,4,0.029483263706086484
QCN,89,5,0.017733592995200415
QCN,90,0,0.006113004071524594
QCN,90,1,-0.01864706806445723
QCN,90,2,0.05191956990283627
QCN,90,3,-0.08043419296432483
QCN,90,4,0.011938602490474896
QCN,90,5,0.03160007237799392
QCN,91,0,0.005942836413025319
QCN,91,1,-0.01130251652813577
QCN,91,2,0.0029042998310008492
QCN,91,3,0.01892613433325334
QCN,91,4,0.00014722195005549446
QCN,91,5,-0.0012972565443901255
QCN,92,0,0.010765498016045929
QCN,92,1,0.0237420539485558
QCN,92,2,0.005586630540831216
QCN,92,3,0.03326032469911509
QCN,92,4,0.02491095396422023
QCN,92,5,-0.01204763942472135
QCN,93,0,-0.002247406199379724
QCN,93,1,0.07365290294293668
QCN,93,2,-0.01695446441236584
QCN,93,3,0.21396186195136896
QCN,93,4,0.0014522486229341727
QCN,93,5,0.018454306910616718
QCN,94,0,-0.09880446685921492
QCN,94,1,0.05982031868159302
QCN,94,2,-0.07938565242753123
QCN,94,3,0.13126443475144467
QCN,94,4,0.007244435932611852
QCN,94,5,-6.530685178547466e-06
QCN,95,0,0.03040472904168814
QCN,95,1,0.023874823010984064
QCN,95,2,0.031247220249885847
QCN,95,3,-0.0364001779014918
QCN,95,4,0.021622534388330342
QCN,95,5,-0.03251006857451455
QCN,96,0,0.09471433673567123
QCN,96,1,-0.001328316878902767
QCN,96,2,0.015399394867144067
QCN,96,3,-0.055531257741322546
QCN,96,4,-0.013998836695925936
QCN,96,5,0.005803909257587239
QCN,97,0,0.0015976842301821976
QCN,97,1,0.0017051497458610266
QCN,97,2,-0.017575302642612742
QCN,97,3,-0.026624544523546095
QCN,97,4,5.9089829126392444e-05
QCN,97,5,0.0018249769366941355
QCN,98,0,0.016341722375122606
QCN,98,1,0.25314939100437345
QCN,98,2,0.00018302218734511473
QCN,98,3,0.47390016584980305
QCN,98,4,-0.004427974111608236
QCN,98,5,0.023778172589787653
QCN,99,0,0.055813524435801655
QCN,99,1,-0.016363630972056172
QCN,99,2,0.06787968887397236
QCN,99,3,-0.15566700905869138
QCN,99,4,0.023746023735978585
QCN,99,5,0.05306247366479731
B2-qMPS,0,0,-0.013148939040110826
B2-qMPS,0,1,-0.029869930155498436
B2-qMPS,0,2,0.03672465746259555
B2-qMPS,0,3,0.03672465746259569
B2-qMPS,0,4,-0.003455216498128487
B2-qMPS,0,5,0.006238506508713685
B2-qMPS,1,0,0.0017723568759317866
B2-qMPS,1,1,0.0005065864676750961
B2-qMPS,1,2,0.0003850031141096055
B2-qMPS,1,3,0.0003850031141096131
B2-qMPS,1,4,2.7609765774433827e-06
B2-qMPS,1,5,0.00437072237874183
B2-qMPS,2,0,-6.560277215310252e-05
B2-qMPS,2,1,7.206012568581374e-05
B2-qMPS,2,2,5.4293496128898737e-05
B2-qMPS,2,3,5.429349612889801e-05
B2-qMPS,2,4,3.3434577969879285e-05
B2-qMPS,2,5,-0.0002875443308141399
B2-qMPS,3,0,0.0034758589741450572
B2-qMPS,3,1,0.0006200287175921303
B2-qMPS,3,2,-0.0012381119195603604
B2-qMPS,3,3,-0.0012381119195603559
B2-qMPS,3,4,-0.0024243440480818074
B2-qMPS,3,5,-0.0017053428469884632
B2-qMPS,4,0,-0.005392235368619293
B2-qMPS,4,1,-0.005834468067122198
B2-qMPS,4,2,0.004345515977592542
B2-qMPS,4,3,0.004345515977592535
B2-qMPS,4,4,0.0038585714994612066
B2-qMPS,4,5,-0.010403162608218112
B2-qMPS,5,0,3.4539234797953056e-05
B2-qMPS,5,1,-0.001322772154958612
B2-qMPS,5,2,4.4822088717859054e-05
B2-qMPS,5,3,4.4822088717856004e-05
B2-qMPS,5,4,-0.00024749904020409736
B2-qMPS,5,5,-0.0008504149534296364
B2-qMPS,6,0,0.00020516164789919337
B2-qMPS,6,1,-1.604876312394013e-05
B2-qMPS,6,2,2.9375638260821144e-05
B2-qMPS,6,3,2.937563826082261e-05
B2-qMPS,6,4,0.00018846767420257243
B2-qMPS,6,5,0.0019111591786901843
B2-qMPS,7,0,-0.0003007738150707809
B2-qMPS,7,1,0.0007444493618495181
B2-qMPS,7,2,-0.0011805006540628763
B2-qMPS,7,3,-0.0011805006540628776
B2-qMPS,7,4,-3.847275464774097e-05
B2-qMPS,7,5,0.0010166295662254604
B2-qMPS,8,0,-0.09652115072782554
B2-qMPS,8,1,-0.045501476296740145
B2-qMPS,8,2,-0.01977428520180643
B2-qMPS,8,3,-0.01977428520180635
B2-qMPS,8,4,-0.014910024788954868
B2-qMPS,8,5,0.010106661789706185
B2-qMPS,9,0,-0.001687186478688708
B2-qMPS,9,1,0.00012903430959730047
B2-qMPS,9,2,0.00020255959292474107
B2-qMPS,9,3,0.00020255959292473809
B2-qMPS,9,4,-0.0019423719782389742
B2-qMPS,9,5,0.006109611723975819
B2-qMPS,10,0,4.4223671273525515e-05
B2-qMPS,10,1,-0.0005352222813394625
B2-qMPS,10,2,0.0001130937759382814
B2-qMPS,10,3,0.0001130937759382796
B2-qMPS,10,4,0.00040364051152632323
B2-qMPS,10,5,-0.004496648948676512
B2-qMPS,11,0,-0.0007665372950361473
B2-qMPS,11,1,-0.004283162783868932
B2-qMPS,11,2,0.00015680022664932845
B2-qMPS,11,3,0.00015680022664931972
B2-qMPS,11,4,0.0005123790535133275
B2-qMPS,11,5,0.003651270830949432
B2-qMPS,12,0,-0.0019817155483341942
B2-qMPS,12,1,-0.00967485996377448
B2-qMPS,12,2,0.001415762203456833
B2-qMPS,12,3,0.0014157622034568175
B2-qMPS,12,4,-0.0011115412162438208
B2-qMPS,12,5,0.0016216808506066944
B2-qMPS,13,0,-0.0008223431442794647
B2-qMPS,13,1,0.0001780342687125584
B2-qMPS,13,2,0.0009715513573225264
B2-qMPS,13,3,0.0009715513573225293
B2-qMPS,13,4,-3.617171675509975e-06
B2-qMPS,13,5,0.00011800451460797868
B2-qMPS,14,0,0.0030469459977263543
B2-qMPS,14,1,-0.0029256473561107433
B2-qMPS,14,2,-0.00450494888828612
B2-qMPS,14,3,-0.004504948888286119
B2-qMPS,14,4,-0.0011827461036886275
B2-qMPS,14,5,-0.0008600798270089083
B2-qMPS,15,0,-0.0007587033655220628
B2-qMPS,15,1,0.0008951965098633425
B2-qMPS,15,2,0.0017113283456864964
B2-qMPS,15,3,0.0017113283456865022
B2-qMPS,15,4,0.00025557963576112167
B2-qMPS,15,5,-0.00022890471889645104
B2-qMPS,16,0,-0.0001322746631907333
B2-qMPS,16,1,6.245048456600219e-05
B2-qMPS,16,2,7.47747079755564e-07
B2-qMPS,16,3,7.477470797588055e-07
B2-qMPS,16,4,-0.000536192219857397
B2-qMPS,16,5,0.0004882504713978023
B2-qMPS,17,0,-5.510079243976745e-06
B2-qMPS,17,1,-4.089948387671114e-05
B2-qMPS,17,2,-9.609549039570064e-05
B2-qMPS,17,3,-9.609549039570158e-05
B2-qMPS,17,4,0.0003194877497579194
B2-qMPS,17,5,0.00013525790116726755
B2-qMPS,18,0,-0.0013602299717688966
B2-qMPS,18,1,0.000608707746445623
B2-qMPS,18,2,0.00011298080687634056
B2-qMPS,18,3,0.00011298080687632927
B2-qMPS,18,4,4.596466279466717e-05
B2-qMPS,18,5,-0.0003246019492020735
B2-qMPS,19,0,8.920440509190393e-05
B2-qMPS,19,1,0.0013382000854182884
B2-qMPS,19,2,-3.421873629080888e-05
B2-qMPS,19,3,-3.4218736290817856e-05
B2-qMPS,19,4,0.000602228123476872
B2-qMPS,19,5,-0.0015469454703092866
B2-qMPS,20,0,0.00033919727957831017
B2-qMPS,20,1,-0.0011482406957224753
B2-qMPS,20,2,0.00028040877112668654
B2-qMPS,20,3,0.0002804087711266868
B2-qMPS,20,4,0.0010605707113854048
B2-qMPS,20,5,0.0014798358629960783
B2-qMPS,21,0,-2.1608475810443733e-05
B2-qMPS,21,1,-0.006725233960612372
B2-qMPS,21,2,-5.187595911565997e-05
B2-qMPS,21,3,-5.187595911563879e-05
B2-qMPS,21,4,-4.609354048852021e-05
B2-qMPS,21,5,8.047541345127123e-05
B2-qMPS,22,0,-0.0008675145703634197
B2-qMPS,22,1,0.001714338747425856
B2-qMPS,22,2,0.00018146963766636767
B2-qMPS,22,3,0.00018146963766637136
B2-qMPS,22,4,-0.0029188591740298454
B2-qMPS,22,5,0.0037190650883627127
B2-qMPS,23,0,0.0003117928054315451
B2-qMPS,23,1,-0.0010041738703836039
B2-qMPS,23,2,-0.00015140772008646986
B2-qMPS,23,3,-0.00015140772008646167
B2-qMPS,23,4,0.007068198145048151
B2-qMPS,23,5,0.010177591448098629
B2-qMPS,24,0,-0.00012419352392081402
B2-qMPS,24,1,9.506793645505557e-05
B2-qMPS,24,2,0.0001618865162747234
B2-qMPS,24,3,0.00016188651627472165
